--------------------------------------------------------------------------
[[64544,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-63-223

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------


 NAS Parallel Benchmarks 3.4 -- LU Benchmark

 Size:  162x 162x 162  (class C)
 Iterations:  250
 Total number of processes:     2

[MO833] Paramount Iteration,0,1,3.339675,1.882223
 Time step    1
[MO833] Paramount Iteration,1,1,3.329177,1.882218
[MO833] Paramount Iteration,1,2,4.458616,1.129439
[MO833] Paramount Iteration,0,2,4.476650,1.136975
[MO833] Paramount Iteration,1,3,5.596934,1.138318
[MO833] Paramount Iteration,0,3,5.614582,1.137932
[MO833] Paramount Iteration,1,4,6.734753,1.137819
[MO833] Paramount Iteration,0,4,6.748713,1.134131
[MO833] Paramount Iteration,1,5,7.867647,1.132894
[MO833] Paramount Iteration,0,5,7.883136,1.134423
[MO833] Paramount Iteration,1,6,9.001052,1.133405
[MO833] Paramount Iteration,0,6,9.016228,1.133092
[MO833] Paramount Iteration,1,7,10.130211,1.129159
[MO833] Paramount Iteration,0,7,10.144840,1.128612
[MO833] Paramount Iteration,1,8,11.264206,1.133995
[MO833] Paramount Iteration,0,8,11.280025,1.135185
[MO833] Paramount Iteration,1,9,12.398603,1.134397
[MO833] Paramount Iteration,0,9,12.414198,1.134173
[MO833] Paramount Iteration,1,10,13.532191,1.133588
[MO833] Paramount Iteration,0,10,13.548177,1.133979
[MO833] Paramount Iteration,1,11,14.660856,1.128665
[MO833] Paramount Iteration,0,11,14.679710,1.131533
[MO833] Paramount Iteration,1,12,15.794381,1.133525
[MO833] Paramount Iteration,0,12,15.810601,1.130891
[MO833] Paramount Iteration,1,13,16.929190,1.134809
[MO833] Paramount Iteration,0,13,16.943067,1.132466
[MO833] Paramount Iteration,1,14,18.059523,1.130333
[MO833] Paramount Iteration,0,14,18.075734,1.132667
[MO833] Paramount Iteration,1,15,19.188328,1.128805
[MO833] Paramount Iteration,0,15,19.201984,1.126250
[MO833] Paramount Iteration,1,16,20.320148,1.131820
[MO833] Paramount Iteration,0,16,20.334454,1.132470
[MO833] Paramount Iteration,1,17,21.448193,1.128045
[MO833] Paramount Iteration,0,17,21.463527,1.129073
[MO833] Paramount Iteration,1,18,22.574821,1.126628
[MO833] Paramount Iteration,0,18,22.590086,1.126559
[MO833] Paramount Iteration,1,19,23.701990,1.127169
[MO833] Paramount Iteration,0,19,23.717992,1.127906
[MO833] Paramount Iteration,1,20,24.832389,1.130399
[MO833] Paramount Iteration,0,20,24.848407,1.130415
 Time step   20
[MO833] Paramount Iteration,1,21,25.964720,1.132331
[MO833] Paramount Iteration,0,21,25.979570,1.131163
[MO833] Paramount Iteration,1,22,27.095453,1.130733
[MO833] Paramount Iteration,0,22,27.109893,1.130323
[MO833] Paramount Iteration,1,23,28.224408,1.128955
[MO833] Paramount Iteration,0,23,28.240778,1.130885
[MO833] Paramount Iteration,1,24,29.356913,1.132505
[MO833] Paramount Iteration,0,24,29.370979,1.130201
