--------------------------------------------------------------------------
[[65129,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-63-223

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------


 NAS Parallel Benchmarks 3.4 -- SP Benchmark

 No input file inputsp.data. Using compiled defaults
 Size:  102x 102x 102  (class B)
 Iterations:  400    dt:   0.0010000
 WARNING: Number of active processes:     1
 Total number of processes:     2

 Time step    1
[MO833] Paramount Iteration,0,1,1.675175,0.471087
[MO833] Paramount Iteration,0,2,2.141886,0.466711
[MO833] Paramount Iteration,0,3,2.605584,0.463698
[MO833] Paramount Iteration,0,4,3.130856,0.525272
[MO833] Paramount Iteration,0,5,3.607433,0.476577
[MO833] Paramount Iteration,0,6,4.081436,0.474003
[MO833] Paramount Iteration,0,7,4.550854,0.469418
[MO833] Paramount Iteration,0,8,5.022109,0.471255
[MO833] Paramount Iteration,0,9,5.489963,0.467854
[MO833] Paramount Iteration,0,10,5.953844,0.463881
[MO833] Paramount Iteration,0,11,6.415375,0.461531
[MO833] Paramount Iteration,0,12,6.882127,0.466752
[MO833] Paramount Iteration,0,13,7.346001,0.463874
[MO833] Paramount Iteration,0,14,7.811577,0.465576
[MO833] Paramount Iteration,0,15,8.276003,0.464426
[MO833] Paramount Iteration,0,16,8.740600,0.464597
[MO833] Paramount Iteration,0,17,9.210298,0.469698
[MO833] Paramount Iteration,0,18,9.676194,0.465896
[MO833] Paramount Iteration,0,19,10.144903,0.468709
 Time step   20
[MO833] Paramount Iteration,0,20,10.610255,0.465352
[MO833] Paramount Iteration,0,21,11.081414,0.471159
[MO833] Paramount Iteration,0,22,11.551373,0.469959
[MO833] Paramount Iteration,0,23,12.021818,0.470445
[MO833] Paramount Iteration,0,24,12.492152,0.470334
[MO833] Paramount Iteration,0,25,12.962517,0.470365
[MO833] Paramount Iteration,0,26,13.430783,0.468266
[MO833] Paramount Iteration,0,27,13.897416,0.466633
[MO833] Paramount Iteration,0,28,14.365251,0.467835
[MO833] Paramount Iteration,0,29,14.836461,0.471210
[MO833] Paramount Iteration,0,30,15.308484,0.472023
[MO833] Paramount Iteration,0,31,15.776691,0.468207
[MO833] Paramount Iteration,0,32,16.253156,0.476465
[MO833] Paramount Iteration,0,33,16.722359,0.469203
[MO833] Paramount Iteration,0,34,17.188003,0.465644
[MO833] Paramount Iteration,0,35,17.652357,0.464354
[MO833] Paramount Iteration,0,36,18.122464,0.470107
[MO833] Paramount Iteration,0,37,18.593796,0.471332
[MO833] Paramount Iteration,0,38,19.068754,0.474958
[MO833] Paramount Iteration,0,39,19.538277,0.469523
 Time step   40
[MO833] Paramount Iteration,0,40,20.005393,0.467116
[MO833] Paramount Iteration,0,41,20.477968,0.472575
[MO833] Paramount Iteration,0,42,20.953490,0.475522
[MO833] Paramount Iteration,0,43,21.422649,0.469159
[MO833] Paramount Iteration,0,44,21.891656,0.469007
[MO833] Paramount Iteration,0,45,22.357732,0.466076
[MO833] Paramount Iteration,0,46,22.825981,0.468249
