test-case,cfg,date,total_time-time,total_time-main,beta,avg-PIs,n-PIs,1st-PI,2nd-PI,avg(2-6),avg(2-11)
bt.C,m4.large-4,06-18-20-23:08:17,340.64,339.885564,0.000771,1.676578,200,1.648809,1.648809,3.3630611999999998,1.5166496999999999
bt.C,m5.large-2,06-20-20-10:33:42,991.59,990.928499,0.000596,4.887643,200,4.919028,4.919028,9.8202322,4.4182133
bt.C,m5.large-2,06-20-20-11:27:57,984.43,983.770825,0.000597,4.852325,200,4.88605,4.88605,9.7546672,4.3887286
bt.C,m5.large-2,06-19-20-22:53:54,974.71,974.052217,0.000587,4.804326,200,4.875758,4.875758,9.743252199999999,4.3840503
bt.C,t3.large-2,06-17-20-20:34:36,1013.44,1012.588536,0.000598,4.994879,200,5.033442,5.033442,10.0620734,4.5276925
bt.C,t3.large-2,06-17-20-11:58:47,1027.89,1027.111875,0.000601,5.066151,200,5.073802,5.073802,10.1699686,4.5776041
bt.C,t3.large-2,06-17-20-19:32:50,1034.11,1033.232383,0.000613,5.096501,200,5.1221,5.1221,10.244543799999999,4.610061900000001
bt.C,t3.large-8,06-18-20-17:22:29,268.83,267.969868,0.000666,1.321212,200,1.32134,1.32134,2.6577028,1.1967174
bt.C,t3.large-8,06-18-20-16:44:11,265.60,264.606980,0.000674,1.304584,200,1.300864,1.300864,2.618575,1.1792011
bt.C,t3.large-8,06-18-20-15:46:23,265.44,264.529004,0.000645,1.304288,200,1.312941,1.312941,2.6278728,1.1826423
bt.C,m5.large-8,06-20-20-02:28:45,250.75,250.047007,0.000610,1.232905,200,1.238402,1.238402,2.4774266,1.1148730999999998
bt.C,m5.large-8,06-20-20-01:53:03,248.68,248.000466,0.000613,1.222552,200,1.228816,1.228816,2.4575144,1.1058756
bt.C,m5.large-8,06-20-20-01:14:06,257.16,256.443230,0.000735,1.264343,200,1.239132,1.239132,2.5380900000000004,1.1451318000000001
bt.C,t3.large-4,06-17-20-13:09:23,269.59,268.589418,0.000639,1.324439,200,1.31904,1.31904,2.6413856,1.1887887999999998
bt.C,t3.large-4,06-17-20-22:10:29,266.13,265.201827,0.000629,1.307561,200,1.309858,1.309858,2.6247342,1.1813813
bt.C,t3.large-4,06-18-20-10:26:02,266.89,265.993992,0.000633,1.311628,200,1.307059,1.307059,2.6222324000000006,1.1804103
bt.C,m4.large-2,06-18-20-21:33:46,1205.47,1204.674310,0.000610,5.943882,200,5.974091,5.974091,11.951640000000001,5.3784109
bt.C,m4.large-2,06-19-20-12:22:34,1202.25,1201.483778,0.000620,5.928014,200,5.960511,5.960511,11.927715,5.3678064
bt.C,m4.large-2,06-19-20-13:39:41,1239.10,1238.351489,0.000615,6.110345,200,6.142505,6.142505,12.2764852,5.523992099999999
bt.C,m5.large-4,06-20-20-10:03:43,275.54,274.826846,0.000586,1.355622,200,1.299391,1.299391,2.7474108,1.2437663
bt.C,m5.large-4,06-20-20-03:03:26,249.72,249.039601,0.000609,1.227763,200,1.234211,1.234211,2.4675358,1.1103467999999999
bt.C,m5.large-4,06-20-20-00:22:43,249.18,248.534677,0.000632,1.225409,200,1.229636,1.229636,2.4629284,1.1085006
gatech,m4.large-8,06-24-20-01:43:07,997.53,996.194628,0.000228230227615,0.0824506032381,12053,0.0909018516541,0.0909018516541,0.16548256874084,0.07365109920500999
gatech,m4.large-8,06-24-20-03:04:21,994.85,993.509567022,0.00023320488381,0.0822325791896,12053,0.084771156311,0.084771156311,0.16067423820496,0.07186000347138
gatech,m4.large-8,06-24-20-02:23:19,973.34,972.014791012,0.000229683525942,0.0804540631307,12053,0.0887169837952,0.0887169837952,0.15947580337526,0.07086620330811
gatech,m4.large-4,06-22-20-19:01:46,865.41,863.777471781,0.000270973760102,0.0714612600962,12053,0.0823109149933,0.0823109149933,0.14645037651064002,0.06499409675599
gatech,m4.large-4,06-22-20-18:30:04,851.22,849.562514067,0.000270255232002,0.0702886161869,12053,0.0819067955017,0.0819067955017,0.1395465373993,0.061582589149480005
gatech,m4.large-4,06-22-20-17:57:30,847.23,845.635140896,0.000273047226634,0.0699636302014,12053,0.0800368785858,0.0800368785858,0.14035677909852,0.06217470169068001
gatech,m5.large-2,06-22-20-12:10:26,530.77,529.409135818,0.000335886608705,0.0437417424567,12053,0.0636439323425,0.0636439323425,0.09162497520448,0.03944809436799
gatech,m5.large-2,06-22-20-15:02:07,543.71,542.366751909,0.000335054615092,0.0448198179818,12053,0.0656981468201,0.0656981468201,0.09829421043398,0.04257729053498
gatech,m5.large-2,06-22-20-15:21:50,560.46,559.117918015,0.000327394810696,0.0462113102867,12053,0.0657169818878,0.0657169818878,0.09830703735352,0.042581820487979996
gatech,t3.large-2,06-21-20-19:23:48,684.61,683.114176035,0.000282224390277,0.056486125943,12053,0.0674860477448,0.0674860477448,0.11400580406190002,0.05025429725647
gatech,t3.large-2,06-21-20-20:18:38,676.64,674.998281002,0.000270819156411,0.0558071931467,12053,0.0769288539886,0.0769288539886,0.12685737609862,0.05573580265045001
gatech,t3.large-2,06-21-20-19:51:25,621.45,619.779317141,0.00029451951183,0.0512332373671,12053,0.0701639652252,0.0701639652252,0.10541119575502,0.04568920135499
gatech,t3.large-8,06-24-20-17:43:19,782.77,780.974095821,0.000207893961504,0.0646210312794,12053,0.0688891410828,0.0688891410828,0.1269510269165,0.05658659934997
gatech,t3.large-8,06-24-20-18:22:02,770.06,768.137928009,0.000213871012273,0.0635610893536,12053,0.0734338760376,0.0734338760376,0.13350896835326,0.059411096572870005
gatech,t3.large-8,06-24-20-17:12:28,798.49,796.276368141,0.00023888395413,0.0658855008592,12053,0.0733208656311,0.0733208656311,0.13303394317628,0.05918488502503001
gatech,m5.large-8,06-22-20-16:03:53,563.76,562.353888035,0.000295882326493,0.0464892437436,12053,0.0557749271393,0.0557749271393,0.09266438484192,0.040754699707029995
gatech,m5.large-8,06-22-20-13:38:53,568.57,567.179301023,0.000288682528261,0.046883861781,12053,0.0562520027161,0.0562520027161,0.09634523391725999,0.04254741668702
gatech,m5.large-8,06-22-20-12:59:41,570.88,569.418891191,0.00028645952393,0.0470762351316,12053,0.055193901062,0.055193901062,0.09728059768678,0.04312090873719
gatech,t3.large-4,06-21-20-21:52:45,640.17,638.23565197,0.000305056024218,0.0527597134374,12053,0.114362001419,0.114362001419,0.12104477882383999,0.04908618927002
gatech,t3.large-4,06-21-20-22:21:34,648.17,646.309577942,0.000305820681369,0.0534419382616,12053,0.0687279701233,0.0687279701233,0.11002779006956001,0.04814109802245
gatech,t3.large-4,06-21-20-21:09:46,621.98,619.786631107,0.000316693528136,0.0512154585572,12053,0.0644738674164,0.0644738674164,0.10480298995969999,0.045954108238209994
gatech,m4.large-2,06-22-20-16:50:41,830.02,828.441299915,0.000290266866703,0.0685282616776,12053,0.0789480209351,0.0789480209351,0.13860478401188,0.06140758991242999
gatech,m4.large-2,06-22-20-17:19:19,833.79,832.194298029,0.00030721541202,0.0688360921082,12053,0.0790190696716,0.0790190696716,0.13433384895322,0.05926501750945
gatech,m4.large-2,06-22-20-16:23:26,906.43,904.887825966,0.000270257561729,0.0748676703024,12053,0.0837430953979,0.0837430953979,0.14782962799072003,0.06554050445557
gatech,m5.large-4,06-22-20-12:31:49,506.15,504.782561064,0.000337318411752,0.0417130891885,12053,0.0582401752472,0.0582401752472,0.08652987480163998,0.037440919876099994
gatech,m5.large-4,06-22-20-14:04:28,500.79,499.413180113,0.000339982951388,0.0412659103085,12053,0.0562310218811,0.0562310218811,0.08436560630797998,0.03655970096588
gatech,m5.large-4,06-22-20-15:42:07,497.09,495.735555887,0.00034349767284,0.0409610325258,12053,0.0565850734711,0.0565850734711,0.08614120483396,0.03741209506987
sp.C,m4.large-8,06-19-20-01:25:07,257.47,256.549084,0.000840,0.635664,400,0.635865,0.635865,1.2872288,0.5800278999999999
sp.C,m4.large-8,06-19-20-15:40:51,256.73,255.781631,0.000875,0.633705,400,0.634001,0.634001,1.2762394000000001,0.5747196
sp.C,m4.large-8,06-19-20-00:43:16,309.49,308.536368,0.000910,0.764870,400,0.719194,0.719194,1.515343,0.6857521
sp.C,m4.large-4,06-19-20-02:13:38,310.53,309.600607,0.001026,0.767260,400,0.717669,0.717669,1.527606,0.6920360999999999
sp.C,m4.large-4,06-18-20-23:25:45,306.61,305.721367,0.000954,0.757718,400,0.73014,0.73014,1.5113868,0.6826793999999999
sp.C,m4.large-4,06-19-20-11:29:19,259.27,258.363682,0.000860,0.640135,400,0.641548,0.641548,1.2917616,0.581726
sp.C,m5.large-2,06-20-20-11:53:50,708.08,707.301178,0.000897,1.751206,400,1.750545,1.750545,3.5140553999999993,1.5819732
sp.C,m5.large-2,06-20-20-10:59:49,717.07,716.289856,0.000892,1.773470,400,1.79975,1.79975,3.5542276,1.5971388000000002
sp.C,m5.large-2,06-19-20-23:22:11,676.92,676.142223,0.000888,1.674050,400,1.677104,1.677104,3.357989,1.5112841
sp.C,t3.large-2,06-17-20-19:59:53,787.7,786.789936,0.000925,1.948158,400,1.97172,1.97172,3.9039637999999997,1.7548098999999997
sp.C,t3.large-2,06-17-20-12:27:26,784.98,784.063972,0.000905,1.941832,400,1.931658,1.931658,3.8822688,1.7479686
